country,player,jersey,position,age,club,total_goals,penalties,booking,captain
Sweden,"Marcus Berg",11,Defenders,29,Panathinaikos,0,0,0,-
Sweden,"John Guidetti",20,Defenders,24,Celta,0,0,0,-
Sweden,"Zlatan Ibrahimovic",10,Defenders,34,Paris,0,0,0,Captain
Sweden,"Emir Kujovic",19,Defenders,27,Norrkoping,0,0,0,-
Sweden,"Ludwig Augustinsson",17,Defenders,22,Kobenhavn,0,0,0,-
Sweden,"Andreas Granqvist",4,Defenders,31,Krasnodar,0,0,0,-
Sweden,"Pontus Jansson",13,Defenders,25,Torino,0,0,0,-
Sweden,"Erik Johansson",3,Defenders,27,Kobenhavn,0,0,0,-
Sweden,"Victor Lindelof",14,Defenders,21,Benfica,0,0,1,-
Sweden,"Mikael Lustig",2,Defenders,29,Celtic,0,0,0,-
Sweden,"Martin Olsson",5,Defenders,28,Norwich,0,0,1,-
Switzerland,"Valon Behrami",11,Midfielders,31,Watford,0,0,1,-
Switzerland,"Blerim Dzemaili",15,Midfielders,30,Genoa,0,0,0,-
Switzerland,"Gelson Fernandes",16,Midfielders,29,Rennes,0,0,0,-
Switzerland,"Fabian Frei",8,Midfielders,27,Mainz,0,0,0,-
Switzerland,"Xherdan Shaqiri",23,Midfielders,24,Stoke,1,1,0,-
Switzerland,"Granit Xhaka",10,Midfielders,23,Monchengladbach,0,1,1,-
Switzerland,"Denis Zakaria",14,Midfielders,19,"Young Boys",0,0,0,-
Switzerland,"Roman Burki",21,Goalkeepers,25,Dortmund,0,0,0,-
Switzerland,"Marwin Hitz",12,Goalkeepers,28,Augsburg,0,0,0,-
Switzerland,"Yann Sommer",1,Goalkeepers,27,Monchengladbach,0,0,0,-
Switzerland,"Eren Derdiyok",19,Defenders,28,Kasimpasa,0,0,0,-
Switzerland,"Breel Embolo",7,Defenders,19,Basel,0,0,1,-
Switzerland,"Admir Mehmedi",18,Defenders,25,Leverkusen,1,0,0,-
Switzerland,"Haris Seferovic",9,Defenders,24,Frankfurt,0,0,0,-
Switzerland,"Shani Tarashaj",17,Defenders,21,Grasshoppers,0,0,0,-
Switzerland,"Johan Djourou",20,Defenders,29,Hamburg,0,0,0,-
Switzerland,"Nico Elvedi",4,Defenders,19,Monchengladbach,0,0,0,-
Switzerland,"Michael Lang",6,Defenders,25,Basel,0,0,0,-
Switzerland,"Stephan Lichtsteiner",2,Defenders,32,Juventus,0,1,0,Captain
Switzerland,"Francois Moubandje",3,Defenders,25,Toulouse,0,0,0,-
Switzerland,"Ricardo Rodriguez",13,Defenders,23,Wolfsburg,0,1,0,-
Switzerland,"Fabian Schar",22,Defenders,24,Hoffenheim,1,1,2,-
Switzerland,"Steve von Bergen",5,Defenders,33,"Young Boys",0,0,0,-
Turkey,"Arda Turan",10,Midfielders,29,Barcelona,0,0,0,Captain
Turkey,"Hakan Calhanoglu",6,Midfielders,22,Leverkusen,0,0,0,-
Turkey,"Mehmet Topal",15,Midfielders,30,Fenerbahce,0,0,0,-
Turkey,"Nuri Sahin",5,Midfielders,27,Dortmund,0,0,0,-
Turkey,"Oguzhan Ozyakup",14,Midfielders,23,Besiktas,0,0,0,-
Turkey,"Olcay Sahan",11,Midfielders,29,Besiktas,0,0,0,-
Turkey,"Ozan Tufan",16,Midfielders,21,Fenerbahce,1,0,1,-
Turkey,"Selcuk Inan",8,Midfielders,31,Galatasaray,0,0,0,-
Turkey,"Volkan Sen",20,Midfielders,28,Fenerbahce,0,0,1,-
Turkey,"Yunus Malli",19,Midfielders,24,Mainz,0,0,0,-
Turkey,"Harun Tekin",23,Goalkeepers,27,Bursaspor,0,0,0,-
Turkey,"Onur Kivrak",12,Goalkeepers,28,Trabzonspor,0,0,0,-
Turkey,"Volkan Babacan",1,Goalkeepers,27,"Istanbul Basaksehir",0,0,0,-
Turkey,"Burak Yilmaz",17,Defenders,30,"Beijing Guoan",1,0,1,-
Turkey,"Cenk Tosun",9,Defenders,25,Besiktas,0,0,1,-
Turkey,"Emre Mor",21,Defenders,18,Nordsjælland,0,0,0,-
Turkey,"Ahmet Calik",4,Defenders,22,Genclerbirligi,0,0,0,-
Turkey,"Caner Erkin",18,Defenders,27,Fenerbahce,0,0,0,-
Turkey,"Gokhan Gonul",7,Defenders,31,Fenerbahce,0,0,0,-
Turkey,"Hakan Balta",3,Defenders,33,Galatasaray,0,0,2,-
Turkey,"Ismail Koybasi",13,Defenders,26,Besiktas,0,0,1,-
Turkey,"Semih Kaya",2,Defenders,25,Galatasaray,0,0,0,-
Turkey,"Sener Ozbayrakli",22,Defenders,26,Fenerbahce,0,0,0,-
Ukraine,"Denys Garmash",19,Midfielders,26,"Dynamo Kyiv",0,0,0,-
Ukraine,"Olexandr Karavaev",22,Midfielders,24,Zorya,0,0,0,-
Ukraine,"Yevhen Konoplyanka",10,Midfielders,26,Sevilla,0,0,1,-
Ukraine,"Viktor Kovalenko",9,Midfielders,20,"Shakhtar Donetsk",0,0,0,-
Ukraine,"Ruslan Rotan",14,Midfielders,34,Dnipro,0,0,1,Captain
Ukraine,"Serhiy Rybalka",18,Midfielders,26,"Dynamo Kyiv",0,0,0,-
Ukraine,"Taras Stepanenko",6,Midfielders,26,"Shakhtar Donetsk",0,0,0,-
Ukraine,"Serhiy Sydorchuk",16,Midfielders,25,"Dynamo Kyiv",0,0,1,-
Ukraine,"Anatoliy Tymoshchuk",4,Midfielders,37,Kairat,0,0,0,-
Ukraine,"Andriy Yarmolenko",7,Midfielders,26,"Dynamo Kyiv",0,0,0,-
Ukraine,"Olexandr Zinchenko",21,Midfielders,19,Ufa,0,0,0,-
Ukraine,"Denys Boyko",1,Goalkeepers,28,Besiktas,0,0,0,-
Ukraine,"Andriy Pyatov",12,Goalkeepers,31,"Shakhtar Donetsk",0,0,0,-
Ukraine,"Mykyta Shevchenko",23,Goalkeepers,23,Zorya,0,0,0,-
Ukraine,"Pylyp Budkivskiy",15,Defenders,24,Zorya,0,0,0,-
Ukraine,"Yevhen Seleznyov",11,Defenders,30,"Shakhtar Donetsk",0,0,1,-
Ukraine,"Roman Zozulya",8,Defenders,26,Dnipro,0,0,0,-
Ukraine,"Bohdan Butko",2,Defenders,25,Amkar,0,0,0,-
Ukraine,"Artem Fedetskiy",17,Defenders,31,Dnipro,0,0,0,-
Ukraine,"Yevhen Khacheridi",3,Defenders,28,"Dynamo Kyiv",0,0,0,-
Ukraine,"Olexandr Kucher",5,Defenders,33,"Shakhtar Donetsk",0,0,1,-
Ukraine,"Yaroslav Rakitskiy",20,Defenders,26,"Shakhtar Donetsk",0,0,0,-
Ukraine,"Vyacheslav Shevchuk",13,Defenders,37,"Shakhtar Donetsk",0,0,0,Captain
Wales,"Joe Allen",7,Midfielders,26,Liverpool,0,0,1,-
Wales,"David Edwards",14,Midfielders,30,Wolves,0,0,0,-
Wales,"Andy King",8,Midfielders,27,Leicester,0,0,0,-
Wales,"Joe Ledley",16,Midfielders,29,"Crystal Palace",0,0,0,-
Wales,"Aaron Ramsey",10,Midfielders,25,Arsenal,1,0,2,-
Wales,"David Vaughan",22,Midfielders,33,"Nottm Forest",0,0,0,-
Wales,"Jonathan Williams",20,Midfielders,22,"Crystal Palace",0,0,0,-
Wales,"Owain Fon Williams",12,Goalkeepers,29,Inverness,0,0,0,-
Wales,"Wayne Hennessey",1,Goalkeepers,29,"Crystal Palace",0,0,0,-
Wales,"Danny Ward",21,Goalkeepers,22,Liverpool,0,0,0,-
Wales,"Gareth Bale",11,Defenders,26,"Real Madrid",3,0,1,-
Wales,"Simon Church",23,Defenders,27,"MK Dons",0,0,0,-
Wales,"David Cotterill",17,Defenders,28,Birmingham,0,0,0,-
Wales,"Hal Robson-Kanu",9,Defenders,27,Reading,2,0,0,-
Wales,"Sam Vokes",18,Defenders,26,Burnley,1,0,1,-
Wales,"George Williams",13,Defenders,20,Fulham,0,0,0,-
Wales,"James Chester",5,Defenders,27,"West Brom",0,0,2,-
Wales,"James Collins",19,Defenders,32,"West Ham",0,0,0,-
Wales,"Ben Davies",4,Defenders,23,Tottenham,0,0,2,-
Wales,"Chris Gunter",2,Defenders,26,Reading,0,0,1,-
Wales,"Jazz Richards",15,Defenders,25,Fulham,0,0,0,-
Wales,"Neil Taylor",3,Defenders,27,Swansea,1,0,1,-
Wales,"Ashley Williams",6,Defenders,31,Swansea,1,0,0,Captain
